StudentID,YearLevel,SubjectCode,AcademicPeriod
220012,07,7HPE,5
220012,07,7HPE,6
220012,07,7HUMO,0
220012,07,7ITA,5
220012,07,7MTHO,0
220012,07,7PD,0
220012,07,7SCIO,0
220012,07,7TECH,1
220013,08,8ART,4
220013,08,8CARE,0
220013,08,8DRA,3
220013,08,8DTE,2
220013,08,8ENGP,0
220013,08,8FOD,1
220013,08,8HPE,5
220013,08,8HUMP,0
220013,08,8LITP,0
220013,08,8MDNW,4
220013,08,8MTHP,0
220013,08,8MUS,3
220013,08,8PD,0
220013,08,8SCIP,0
220013,08,LLI,0
220013,08,LLI,0
220014,07,7CARE,0
220014,07,7PD,0
220014,07,SC1ARTS,5
220014,07,SC1DT,5
220014,07,SC1ENG,5
220014,07,SC1ENG,6
220014,07,SC1FD,6
220014,07,SC1HUM,5
220014,07,SC1HUM,6
220014,07,SC1MTH,5
220014,07,SC1MTH,6
220014,07,SC1MUS,6
220014,07,SC1SCI,5
220014,07,SC1SCI,6
220014,07,SWDPE,5
220014,07,SWDPE,6
220015,07,7ART,4
220015,07,7CARE,0
220015,07,7DRA,1
220015,07,7DTE,3
220015,07,7ENGO,0
220015,07,7FOD,2
220015,07,7HPE,5
220015,07,7HPE,6
220015,07,7HUMO,0
220015,07,7ITA,5
220015,07,7ITAO,6
220015,07,7MTHO,0
220015,07,7PD,0
220015,07,7SCIO,0
220016,08,8ART,3
220016,08,8CARE,0
220016,08,8DTE,4
220016,08,8ENGO,6
220016,08,8ENGO,5
220016,08,8FOD,1
220016,08,8HPE,5
220016,08,8HPE,6
220016,08,8HUMO,6
220016,08,8HUMO,5
220016,08,8ITA,6
220016,08,8MDNM,1
220016,08,8MDNW,2
220016,08,8MTHO,6
220016,08,8MTHO,5
220016,08,8MUS1,2
220016,08,8PD,0
220016,08,8SCIO,6
220016,08,8SCIO,5
220017,07,7ART,2
220017,07,7CARE,0
220017,07,7DAN,2
220017,07,7DTE,3
220017,07,7ENGO,0
220017,07,7FOD,1
220017,07,7HPE,5
220017,07,7HPE,6
220017,07,7HUMO,0
220017,07,7ITA,6
220017,07,7MTHO,0
220017,07,7MUS,1
220017,07,7PD,0
220017,07,7SCIO,0
220017,07,7TECH,4
220017,07,LLI,0
220017,07,LLI,0
220018,08,8CARE,0
220018,08,8DAN,3
220018,08,8DTE,4
220018,08,8ENGO,5
220018,08,8ENGO,6
220018,08,8FOD,1
220018,08,8HPE,5
220018,08,8HPE,6
220018,08,8HUMO,5
220018,08,8HUMO,6
220018,08,8ITA,6
220018,08,8MDNM,2
220018,08,8MDNW,2
220018,08,8MTHO,5
220018,08,8MTHO,6
220018,08,8MUS1,1
220018,08,8PD,0
220018,08,8SCIO,5
220018,08,8SCIO,6
220019,07,7ART,2
220019,07,7CARE,0
220019,07,7DAN,2
220019,07,7DRA,3
220019,07,7DTE,4
220019,07,7ENGL,0
220019,07,7FOD,1
220019,07,7HPE,5
220019,07,7HPE,6
220019,07,7HUML,0
220019,07,7ITA,6
220019,07,7MTHL,0
220019,07,7PD,0
220019,07,7SCIL,0
220019,07,7TECH,1
220020,07,7ART,2
220020,07,7CARE,0
220020,07,7DAN,3
220020,07,7DPD,4
220020,07,7DRA,3
220020,07,7DTE,4
220020,07,7ENGL,0
220020,07,7FOD,1
220020,07,7HPE,5
220020,07,7HPE,6
220020,07,7HUML,0
220020,07,7ITA,5
220020,07,7MTHL,0
220020,07,7PD,0
220020,07,7SCIL,0
220021,08,8ART1,1
220021,08,8CARE,0
220021,08,8DPD,3
220021,08,8DTE,4
220021,08,8ENG,6
220021,08,8ENGO,5
220021,08,8FOD,2
220021,08,8HPE,5
220021,08,8HPE,6
220021,08,8HUMO,5
220021,08,8HUMO,6
220021,08,8ITA1,5
220021,08,8MDNW,4
220021,08,8MTHO,5
220021,08,8MTHO,6
220021,08,8MUS,3
220021,08,8PD,0
220021,08,8SCI,6
220021,08,8SCIO,5
220021,08,LLI,0
220021,08,LLI,0
220023,08,8ART,4
220023,08,8CARE,0
220023,08,8DAN,3
220023,08,8DTE,2
220023,08,8ENG,6
220023,08,8ENGO,5
220023,08,8FOD,1
220023,08,8HPE,5
220023,08,8HPE,6
220023,08,8HUMO,6
220023,08,8HUMO,5
220023,08,8ITA,6
220023,08,8MDNM,2
220023,08,8MDNW,1
220023,08,8MTHO,6
220023,08,8MTHO,5
220023,08,8PD,0
220023,08,8SCI,6
220023,08,8SCIO,5
220024,08,8CARE,0
220024,08,8DPD,4
220024,08,8DRA,4
220024,08,8DTE,2
220024,08,8ENGO,5
220024,08,8ENGO,6
220024,08,8FOD,1
220024,08,8HPE,5
220024,08,8HPE,6
220024,08,8HUMO,5
220024,08,8HUMO,6
220024,08,8ITA1,5
220024,08,8MDNW,3
220024,08,8MTHO,5
220024,08,8MTHO,6
220024,08,8MUS,3
220024,08,8PD,0
220024,08,8SCIO,5
220024,08,8SCIO,6
220025,08,8ART,4
220025,08,8CARE,0
220025,08,8DTE,2
220025,08,8ENG,6
220025,08,8ENGL,5
220025,08,8FOD,1
220025,08,8HPE,5
220025,08,8HPE,6
220025,08,8HUML,5
220025,08,8HUMO,6
220025,08,8ITA,6
220025,08,8MDNM,1
220025,08,8MDNW,2
220025,08,8MTHL,5
220025,08,8MTHO,6
220025,08,8MUS,3
220025,08,8PD,0
220025,08,8SCI,6
220025,08,8SCIL,5
220026,08,8ART,4
220026,08,8CARE,0
220026,08,8DAN,1
220026,08,8DPD,3
220026,08,8DTE,3
220026,08,8ENGO,6
220026,08,8ENGO,5
220026,08,8FOD,4
220026,08,8HPE,5
220026,08,8HPE,6
220026,08,8HUMO,6
220026,08,8HUMO,5
220026,08,8ITA1,5
220026,08,8MDNM,2
220026,08,8MTHO,6
220026,08,8MTHO,5
220026,08,8PD,0
220026,08,8SCIO,6
220026,08,8SCIO,5
220027,07,7CARE,0
220027,07,7DAN,2
220027,07,7DRA,4
220027,07,7DTE,3
220027,07,7ENGO,0
220027,07,7FOD,2
220027,07,7HPE,5
220027,07,7HPE,6
220027,07,7HUMO,0
220027,07,7LITAF,0
220027,07,7MTHO,0
220027,07,7MUS,1
220027,07,7PD,0
220027,07,7SCIO,0
220027,07,7TECH,1
220028,08,8CARE,0
220028,08,8DPD,4
220028,08,8DRA,4
220028,08,8DTE,3
220028,08,8ENGO,5
220028,08,8ENGO,6
220028,08,8FOD,1
220028,08,8HPE,5
220028,08,8HPE,6
220028,08,8HUMO,5
220028,08,8HUMO,6
220028,08,8ITA1,5
220028,08,8MDNM,2
220028,08,8MTHO,5
220028,08,8MTHO,6
220028,08,8MUS,3
220028,08,8PD,0
220028,08,8SCIO,5
220028,08,8SCIO,6
220029,08,8ART,3
220029,08,8CARE,0
220029,08,8DAN,2
220029,08,8DTE,4
220029,08,8ENGO,5
220029,08,8ENGO,6
220029,08,8FOD,1
220029,08,8HPE,5
220029,08,8HPE,6
220029,08,8HUMO,5
220029,08,8HUMO,6
220029,08,8ITA,6
220029,08,8MDNW,1
220029,08,8MTHO,5
220029,08,8MTHO,6
220029,08,8MUS1,2
220029,08,8PD,0
220029,08,8SCIO,5
220029,08,8SCIO,6
220029,08,LLI,0
220029,08,LLI,0
220030,08,8ART,3
220030,08,8CARE,0
220030,08,8DAN,1
220030,08,8DRA,4
220030,08,8DTE,3
220030,08,8ENGO,6
220030,08,8ENGO,5
220030,08,8FOD,4
220030,08,8HPE,5
220030,08,8HPE,6
220030,08,8HUMO,6
220030,08,8HUMO,5
220030,08,8ITA1,5
220030,08,8MDNW,2
220030,08,8MTHO,6
220030,08,8MTHO,5
220030,08,8PD,0
220030,08,8SCIO,6
220030,08,8SCIO,5
220031,07,7ART,1
220031,07,7CARE,0
220031,07,7DAN,4
220031,07,7DPD,3
220031,07,7DTE,3
220031,07,7ENGO,0
220031,07,7FOD,2
220031,07,7HPE,5
220031,07,7HPE,6
220031,07,7HUMO,0
220031,07,7ITA,5
220031,07,7MTHO,0
220031,07,7PD,0
220031,07,7SCIO,0
220031,07,7TECH,4
220032,07,7ART,4
220032,07,7CARE,0
220032,07,7DPD,2
220032,07,7DTE,1
220032,07,7ENGO,0
220032,07,7FOD,3
220032,07,7HPE,5
220032,07,7HPE,6
220032,07,7HUMO,0
220032,07,7ITA,5
220032,07,7MTHO,0
220032,07,7MUS,4
220032,07,7PD,0
220032,07,7SCIO,0
220032,07,7TECH,3
220033,07,7CARE,0
220033,07,7DAN,2
220033,07,7DPD,2
220033,07,7DRA,3
220033,07,7DTE,1
220033,07,7ENGO,0
220033,07,7FOD,4
220033,07,7HPE,5
220033,07,7HPE,6
220033,07,7HUMO,0
220033,07,7ITA,6
220033,07,7MTHO,0
220033,07,7PD,0
220033,07,7SCIO,0
220033,07,7TECH,1
220034,07,7ART,3
220034,07,7CARE,0
220034,07,7DAN,4
220034,07,7DPD,1
220034,07,7DTE,3
220034,07,7ENGL,0
220034,07,7FOD,2
220034,07,7HPE,5
220034,07,7HPE,6
220034,07,7HUML,0
220034,07,7ITA,5
220034,07,7MTHL,0
220034,07,7PD,0
220034,07,7SCIL,0
220034,07,7TECH,4
220035,07,7ART,1
220035,07,7CARE,0
220035,07,7DPD,3
220035,07,7DTE,4
220035,07,7ENGO,0
220035,07,7FOD,2
220035,07,7HPE,5
220035,07,7HPE,6
220035,07,7HUMO,0
220035,07,7ITA,5
220035,07,7MTHO,0
220035,07,7MUS,3
220035,07,7PD,0
220035,07,7SCIO,0
220035,07,7TECH,4
220036,07,7ART,1
220036,07,7CARE,0
220036,07,7DPD,1
220036,07,7DRA,4
220036,07,7DTE,2
220036,07,7ENGO,0
220036,07,7FOD,2
220036,07,7HPE,5
220036,07,7HPE,6
220036,07,7HUMO,0
220036,07,7ITA,6
220036,07,7MTHO,0
220036,07,7PD,0
220036,07,7SCIO,0
220036,07,7TECH,3
220038,07,7CARE,0
220038,07,7DPD,1
220038,07,7DRA,1
220038,07,7DTE,2
220038,07,7ENGL,0
220038,07,7FOD,2
220038,07,7HPE,5
220038,07,7HPE,6
220038,07,7HUML,0
220038,07,7ITA,6
220038,07,7MTHL,0
220038,07,7MUS,3
220038,07,7PD,0
220038,07,7SCIL,0
220038,07,7TECH,4
220039,07,7ART,3
220039,07,7CARE,0
220039,07,7DAN,4
220039,07,7DPD,1
220039,07,7DTE,2
220039,07,7EALB,0
220039,07,7ENGE,0
220039,07,7FOD,4
220039,07,7HPE,5
220039,07,7HUME,0
220039,07,7MTHE,0
220039,07,7PD,0
220039,07,7SCIE,0
220039,07,7TECH,3
220039,07,LLI,0
220039,07,LLI,0
220040,08,8ART,3
220040,08,8CARE,0
220040,08,8DTE,4
220040,08,8ENGL,5
220040,08,8ENGO,6
220040,08,8FOD,4
220040,08,8HPE,5
220040,08,8HPE,6
220040,08,8HUML,5
220040,08,8HUMO,6
220040,08,8ITA1,5
220040,08,8MDNM,1
220040,08,8MDNW,2
220040,08,8MTHL,5
220040,08,8MTHO,6
220040,08,8MUS,3
220040,08,8PD,0
220040,08,8SCIL,5
220040,08,8SCIO,6
220042,07,7ART,4
220042,07,7CARE,0
220042,07,7DTE,3
220042,07,7ENGP,0
220042,07,7FOD,1
220042,07,7HPE,5
220042,07,7HPE,6
220042,07,7HUMP,0
220042,07,7LITP,0
220042,07,7MTHP,0
220042,07,7MUS,2
220042,07,7PD,0
220042,07,7SCIP,0
220042,07,PHON,0
220042,07,PHON,0
220042,07,PHON,0
220042,07,SOC SKILLS,0
220043,07,7ART,1
220043,07,7CARE,0
220043,07,7DAN,4
220043,07,7DRA,4
220043,07,7DTE,3
220043,07,7ENGO,0
220043,07,7FOD,2
220043,07,7HPE,5
220043,07,7HPE,6
220043,07,7HUMO,0
220043,07,7ITA,5
220043,07,7MTHO,0
220043,07,7PD,0
220043,07,7SCIO,0
220043,07,7TECH,3
220044,07,7ART,4
220044,07,7CARE,0
220044,07,7DPD,1
220044,07,7DTE,2
220044,07,7ENGO,0
220044,07,7FOD,2
220044,07,7HPE,5
220044,07,7HPE,6
220044,07,7HUMO,0
220044,07,7ITA,6
220044,07,7MTHO,0
220044,07,7MUS,1
220044,07,7PD,0
220044,07,7SCIO,0
220044,07,7TECH,3
220045,08,8ART,3
220045,08,8CARE,0
220045,08,8DAN,1
220045,08,8DTE,4
220045,08,8ENGO,5
220045,08,8ENGO,6
220045,08,8FOD,1
220045,08,8HPE,5
220045,08,8HPE,6
220045,08,8HUMO,5
220045,08,8HUMO,6
220045,08,8ITA,6
220045,08,8MDNM,2
220045,08,8MDNW,2
220045,08,8MTHO,5
220045,08,8MTHO,6
220045,08,8PD,0
220045,08,8SCIO,5
220045,08,8SCIO,6
220046,07,7ART,2
220046,07,7CARE,0
220046,07,7DAN,3
220046,07,7DPD,4
220046,07,7DTE,4
220046,07,7ENGL,0
220046,07,7FOD,1
220046,07,7HPE,5
220046,07,7HPE,6
220046,07,7HUML,0
220046,07,7ITA,5
220046,07,7MTHL,0
220046,07,7PD,0
220046,07,7SCIL,0
220046,07,7TECH,3
220047,07,7ART,4
220047,07,7CARE,0
220047,07,7DTE,3
220047,07,7ENGP,0
220047,07,7FOD,1
220047,07,7HPE,5
220047,07,7HPE,6
220047,07,7HUMP,0
220047,07,7LITP,0
220047,07,7MTHP,0
220047,07,7MUS,2
220047,07,7PD,0
220047,07,7SCIP,0
220047,07,LLI,0
220047,07,LLI,0
220047,07,SOC SKILLS,0
220048,07,7ART,2
220048,07,7CARE,0
220048,07,7DTE,3
220048,07,7ENGP,0
220048,07,7FOD,1
220048,07,7HPE,5
220048,07,7HPE,6
220048,07,7HUMP,0
220048,07,7LITP,0
220048,07,7MTHP,0
220048,07,7MUS,4
220048,07,7PD,0
220048,07,7SCIP,0
220048,07,LLI,0
220048,07,LLI,0
220049,07,7ART,1
220049,07,7CARE,0
220049,07,7DAN,4
220049,07,7DTE,3
220049,07,7ENGO,0
220049,07,7FOD,2
220049,07,7HPE,5
220049,07,7HPE,6
220049,07,7HUMO,0
220049,07,7LNSP,0
220049,07,7MTHO,0
220049,07,7PD,0
220049,07,7SCIO,0
220049,07,SOC SKILLS,0
220050,07,7ART,2
220050,07,7CARE,0
220050,07,7DAN,2
220050,07,7DRA,4
220050,07,7DTE,1
220050,07,7ENGL,0
220050,07,7FOD,1
220050,07,7HPE,5
220050,07,7HPE,6
220050,07,7HUML,0
220050,07,7ITA,6
220050,07,7MTHL,0
220050,07,7PD,0
220050,07,7SCIL,0
220050,07,7TECH,3
220051,07,7ART,2
220051,07,7CARE,0
220051,07,7DPD,4
220051,07,7DRA,3
220051,07,7DTE,1
220051,07,7ENGL,0
220051,07,7FOD,4
220051,07,7HPE,5
220051,07,7HPE,6
220051,07,7HUML,0
220051,07,7ITA,5
220051,07,7MTHL,0
220051,07,7PD,0
220051,07,7SCIL,0
220051,07,7TECH,3
220052,07,7CARE,0
220052,07,7DAN,4
220052,07,7DPD,1
220052,07,7DTE,3
220052,07,7EALB,0
220052,07,7ENGE,0
220052,07,7FOD,2
220052,07,7HPE,6
220052,07,7HUME,0
220052,07,7MTHE,0
220052,07,7MUS,2
220052,07,7PD,0
220052,07,7SCIE,0
220052,07,7TECH,1
220053,07,7ART,3
220053,07,7CARE,0
220053,07,7DPD,2
220053,07,7DRA,3
220053,07,7DTE,1
220053,07,7ENGO,0
220053,07,7FOD,4
220053,07,7HPE,5
220053,07,7HPE,6
220053,07,7HUMO,0
220053,07,7ITA,5
220053,07,7MTHO,0
220053,07,7PD,0
220053,07,7SCIO,0
220053,07,7TECH,4
220054,08,8ART,4
220054,08,8CARE,0
220054,08,8DTE,3
220054,08,8ENGO,5
220054,08,8ENGO,6
220054,08,8FOD,2
220054,08,8HPE,5
220054,08,8HPE,6
220054,08,8HUMO,5
220054,08,8HUMO,6
220054,08,8LNSP,0
220054,08,8MTHO,5
220054,08,8MTHO,6
220054,08,8MUS1,1
220054,08,8PD,0
220054,08,8SCIO,5
220054,08,8SCIO,6
220055,08,8CARE,0
220055,08,8DPD,4
220055,08,8DRA,4
220055,08,8DTE,1
220055,08,8ENGO,6
220055,08,8ENGO,5
220055,08,8FOD,2
220055,08,8HPE,5
220055,08,8HPE,6
220055,08,8HUMO,6
220055,08,8HUMO,5
220055,08,8ITA1,5
220055,08,8MDNW,3
220055,08,8MTHO,6
220055,08,8MTHO,5
220055,08,8MUS,3
220055,08,8PD,0
220055,08,8SCIO,6
220055,08,8SCIO,5
220056,08,8ART,4
220056,08,8CARE,0
220056,08,8DAN,1
220056,08,8DTE,3
220056,08,8ENGO,5
220056,08,8ENGO,6
220056,08,8FOD,2
220056,08,8HPE,5
220056,08,8HPE,6
220056,08,8HUMO,5
220056,08,8HUMO,6
220056,08,8LNSP,0
220056,08,8MTHO,5
220056,08,8MTHO,6
220056,08,8MUS1,1
220056,08,8PD,0
220056,08,8SCIO,5
220056,08,8SCIO,6
220057,07,7ART,3
220057,07,7CARE,0
220057,07,7DTE,1
220057,07,7EALB,0
220057,07,7ENGE,0
220057,07,7FOD,2
220057,07,7HPE,5
220057,07,7HPE,6
220057,07,7HUME,0
220057,07,7MTHE,0
220057,07,7MUS,4
220057,07,7PD,0
220057,07,7SCIE,0
220057,07,PHON,0
220057,07,PHON,0
220057,07,PHON,0
220058,07,7CARE,0
220058,07,7PD,0
220058,07,SU1DTE,6
220058,07,SU1ENG,5
220058,07,SU1ENG,6
220058,07,SU1FD,5
220058,07,SU1HUM,5
220058,07,SU1HUM,6
220058,07,SU1MTH,5
220058,07,SU1MTH,6
220058,07,SU1MUS,5
220058,07,SU1MUS,6
220058,07,SU1SCI,5
220058,07,SU1SCI,6
220058,07,SWDPE,5
220058,07,SWDPE,6
220060,08,8ART1,2
220060,08,8CARE,0
220060,08,8DAN,3
220060,08,8DTE,4
220060,08,8ENG,6
220060,08,8ENGL,5
220060,08,8FOD,1
220060,08,8HPE,5
220060,08,8HPE,6
220060,08,8HUML,5
220060,08,8HUMO,6
220060,08,8ITA,6
220060,08,8MDNM,1
220060,08,8MDNW,2
220060,08,8MTHL,5
220060,08,8MTHO,6
220060,08,8PD,0
220060,08,8SCI,6
220060,08,8SCIL,5
220061,08,8CARE,0
220061,08,8PD,0
220061,08,SC1ARTS,5
220061,08,SC1DT,5
220061,08,SC1ENG,5
220061,08,SC1ENG,6
220061,08,SC1FD,6
220061,08,SC1HUM,5
220061,08,SC1HUM,6
220061,08,SC1MTH,5
220061,08,SC1MTH,6
220061,08,SC1MUS,6
220061,08,SC1SCI,5
220061,08,SC1SCI,6
220061,08,SWDPE,5
220061,08,SWDPE,6
220062,07,7ART,3
220062,07,7CARE,0
220062,07,7DPD,4
220062,07,7DRA,3
220062,07,7DTE,4
220062,07,7EALB,0
220062,07,7ENGE,0
220062,07,7FOD,2
220062,07,7HPE,5
220062,07,7HUME,0
220062,07,7MTHE,0
220062,07,7PD,0
220062,07,7SCIE,0
220062,07,7TECH,1
220063,07,7ART,3
220063,07,7CARE,0
220063,07,7DAN,3
220063,07,7DTE,2
220063,07,7EALB,0
220063,07,7ENGE,0
220063,07,7FOD,4
220063,07,7HPE,5
220063,07,7HUME,0
220063,07,7MTHE,0
220063,07,7MUS,1
220063,07,7PD,0
220063,07,7SCIE,0
220063,07,7TECH,4
220064,08,8ART,4
220064,08,8CARE,0
220064,08,8DTE,3
220064,08,8ENGL,5
220064,08,8ENGO,6
220064,08,8FOD,4
220064,08,8HPE,5
220064,08,8HPE,6
220064,08,8HUML,5
220064,08,8HUMO,6
220064,08,8ITA1,5
220064,08,8MDNM,1
220064,08,8MDNW,2
220064,08,8MTHL,5
220064,08,8MTHO,6
220064,08,8MUS,3
220064,08,8PD,0
220064,08,8SCIL,5
220064,08,8SCIO,6
220065,08,8CARE,0
220065,08,8PD,0
220065,08,SC2ART,6
220065,08,SC2DT,5
220065,08,SC2ENG,5
220065,08,SC2ENG,6
220065,08,SC2FD,6
220065,08,SC2HUM,5
220065,08,SC2HUM,6
220065,08,SC2MTH,5
220065,08,SC2MTH,6
220065,08,SC2MUS,5
220065,08,SC2SCI,5
220065,08,SC2SCI,6
220065,08,SWDPE,5
220065,08,SWDPE,6
220066,07,7CARE,0
220066,07,7DPD,4
220066,07,7DRA,1
220066,07,7DTE,3
220066,07,7EALB,0
220066,07,7ENGE,0
220066,07,7FOD,2
220066,07,7HPE,6
220066,07,7HUME,0
220066,07,7MTHE,0
220066,07,7MUS,2
220066,07,7PD,0
220066,07,7SCIE,0
220066,07,7TECH,1
220066,07,PHON,0
220066,07,PHON,0
220066,07,PHON,0
220068,08,8ART,4
220068,08,8CARE,0
220068,08,8DAN,1
220068,08,8DTE,1
220068,08,8ENGO,5
220068,08,8ENGO,6
220068,08,8FOD,2
220068,08,8HPE,5
220068,08,8HPE,6
220068,08,8HUMO,5
220068,08,8HUMO,6
220068,08,8ITA,6
220068,08,8MDNW,2
220068,08,8MTHO,5
220068,08,8MTHO,6
220068,08,8MUS,3
220068,08,8PD,0
220068,08,8SCIO,5
220068,08,8SCIO,6
220069,08,8CARE,0
220069,08,8PD,0
220069,08,SU1DTE,6
220069,08,SU1ENG,5
220069,08,SU1ENG,6
220069,08,SU1FD,5
220069,08,SU1HUM,5
220069,08,SU1HUM,6
220069,08,SU1MTH,5
220069,08,SU1MTH,6
220069,08,SU1MUS,5
220069,08,SU1MUS,6
220069,08,SU1SCI,5
220069,08,SU1SCI,6
220069,08,SWDPE,5
220069,08,SWDPE,6
220072,07,7CARE,0
220072,07,7PD,0
220072,07,SU1DTE,6
220072,07,SU1ENG,5
220072,07,SU1ENG,6
220072,07,SU1FD,5
220072,07,SU1HUM,5
220072,07,SU1HUM,6
220072,07,SU1MTH,5
220072,07,SU1MTH,6
220072,07,SU1MUS,5
220072,07,SU1MUS,6
220072,07,SU1SCI,5
220072,07,SU1SCI,6
220072,07,SWDPE,5
220072,07,SWDPE,6
220074,07,7ART,2
220074,07,7CARE,0
220074,07,7DPD,4
220074,07,7DRA,3
220074,07,7DTE,3
220074,07,7ENGO,0
220074,07,7FOD,4
220074,07,7HPE,5
220074,07,7HPE,6
220074,07,7HUMO,0
220074,07,7ITA,5
220074,07,7MTHO,0
220074,07,7PD,0
220074,07,7SCIO,0
220074,07,7TECH,1
220074,07,LLI,0
220074,07,LLI,0
220075,08,8ART1,1
220075,08,8CARE,0
220075,08,8DPD,3
220075,08,8DTE,1
220075,08,8ENGO,5
220075,08,8ENGO,6
220075,08,8FOD,2
220075,08,8HPE,5
220075,08,8HPE,6
220075,08,8HUMO,5
220075,08,8HUMO,6
220075,08,8ITA,6
220075,08,8MDNW,4
220075,08,8MTHO,5
220075,08,8MTHO,6
220075,08,8MUS1,2
220075,08,8PD,0
220075,08,8SCIO,5
220075,08,8SCIO,6
220076,08,8CARE,0
220076,08,8DAN,1
220076,08,8DTE,1
220076,08,8ENG,6
220076,08,8ENGO,5
220076,08,8FOD,2
220076,08,8HPE,5
220076,08,8HPE,6
220076,08,8HUMO,5
220076,08,8HUMO,6
220076,08,8ITA,6
220076,08,8MDNM,2
220076,08,8MDNW,3
220076,08,8MTHO,5
220076,08,8MTHO,6
220076,08,8MUS,4
220076,08,8PD,0
220076,08,8SCI,6
220076,08,8SCIO,5
220077,08,8CARE,0
220077,08,8DPD,4
220077,08,8DRA,4
220077,08,8DTE,2
220077,08,8ENG,6
220077,08,8ENGO,5
220077,08,8FOD,1
220077,08,8HPE,5
220077,08,8HPE,6
220077,08,8HUMO,6
220077,08,8HUMO,5
220077,08,8ITA1,5
220077,08,8MDNW,3
220077,08,8MTHO,6
220077,08,8MTHO,5
220077,08,8MUS,3
220077,08,8PD,0
220077,08,8SCI,6
220077,08,8SCIO,5
220078,08,8ART,4
220078,08,8CARE,0
220078,08,8DTE,3
220078,08,8ENGO,6
220078,08,8ENGO,5
220078,08,8FOD,3
220078,08,8HPE,5
220078,08,8HPE,6
220078,08,8HUMO,6
220078,08,8HUMO,5
220078,08,8ITA1,5
220078,08,8MDNM,1
220078,08,8MDNW,4
220078,08,8MTHO,6
220078,08,8MTHO,5
220078,08,8MUS1,2
220078,08,8PD,0
220078,08,8SCIO,6
220078,08,8SCIO,5
220079,08,8ART,3
220079,08,8CARE,0
220079,08,8DAN,3
220079,08,8DRA,4
220079,08,8DTE,4
220079,08,8ENGO,6
220079,08,8ENGO,5
220079,08,8FOD,1
220079,08,8HPE,5
220079,08,8HPE,6
220079,08,8HUMO,6
220079,08,8HUMO,5
220079,08,8ITA1,5
220079,08,8MDNW,2
220079,08,8MTHO,6
220079,08,8MTHO,5
220079,08,8PD,0
220079,08,8SCIO,6
220079,08,8SCIO,5
220080,08,8CARE,0
220080,08,8DAN,3
220080,08,8DPD,3
220080,08,8DRA,4
220080,08,8DTE,4
220080,08,8ENGO,5
220080,08,8ENGO,6
220080,08,8FOD,2
220080,08,8HPE,5
220080,08,8HPE,6
220080,08,8HUMO,5
220080,08,8HUMO,6
220080,08,8ITA1,5
220080,08,8MTHO,5
220080,08,8MTHO,6
220080,08,8MUS1,1
220080,08,8PD,0
220080,08,8SCIO,5
220080,08,8SCIO,6
220081,08,8ART,4
220081,08,8CARE,0
220081,08,8DAN,1
220081,08,8ENGO,6
220081,08,8ENGO,5
220081,08,8FOD,3
220081,08,8HPE,5
220081,08,8HPE,6
220081,08,8HUMO,6
220081,08,8HUMO,5
220081,08,8LITAF,0
220081,08,8MDNM,2
220081,08,8MTHO,6
220081,08,8MTHO,5
220081,08,8PD,0
220081,08,8SCIO,6
220081,08,8SCIO,5
220081,08,LLI,0
220081,08,LLI,0
220082,08,8CARE,0
220082,08,8DRA,4
220082,08,8DTE,2
220082,08,8ENGP,0
220082,08,8FOD,3
220082,08,8HPE,5
220082,08,8HPE,6
220082,08,8HUMP,0
220082,08,8LITP,0
220082,08,8MDNM,1
220082,08,8MTHP,0
220082,08,8PD,0
220082,08,8SCIP,0
220082,08,PHON,0
220082,08,PHON,0
220082,08,PHON,0
220083,08,8ART,3
220083,08,8CARE,0
220083,08,8DAN,1
220083,08,8DTE,4
220083,08,8ENGO,5
220083,08,8ENGO,6
220083,08,8FOD,1
220083,08,8HPE,5
220083,08,8HPE,6
220083,08,8HUMO,5
220083,08,8HUMO,6
220083,08,8ITA,6
220083,08,8MDNM,2
220083,08,8MDNW,2
220083,08,8MTHO,5
220083,08,8MTHO,6
220083,08,8PD,0
220083,08,8SCIO,5
220083,08,8SCIO,6
220084,08,8ART,4
220084,08,8CARE,0
220084,08,8DAN,3
220084,08,8DRA,3
220084,08,8DTE,4
220084,08,8ENG,6
220084,08,8ENGO,5
220084,08,8FOD,1
220084,08,8HPE,5
220084,08,8HPE,6
220084,08,8HUMO,6
220084,08,8HUMO,5
220084,08,8ITA1,5
220084,08,8MTHO,6
220084,08,8MTHO,5
220084,08,8MUS1,2
220084,08,8PD,0
220084,08,8SCI,6
220084,08,8SCIO,5
220084,08,LLI,0
220084,08,LLI,0
220085,08,8ART,3
220085,08,8CARE,0
220085,08,8DTE,4
220085,08,8ENGO,5
220085,08,8ENGO,6
220085,08,8FOD,3
220085,08,8HPE,5
220085,08,8HPE,6
220085,08,8HUMO,5
220085,08,8HUMO,6
220085,08,8ITA1,5
220085,08,8MDNM,1
220085,08,8MDNW,2
220085,08,8MTHO,5
220085,08,8MTHO,6
220085,08,8MUS,4
220085,08,8PD,0
220085,08,8SCIO,5
220085,08,8SCIO,6
220086,08,8ART,4
220086,08,8CARE,0
220086,08,8DTE,2
220086,08,8ENGP,0
220086,08,8FOD,1
220086,08,8HPE,5
220086,08,8HPE,6
220086,08,8HUMP,0
220086,08,8LITP,0
220086,08,8MDNW,3
220086,08,8MTHP,0
220086,08,8PD,0
220086,08,8SCIP,0
220086,08,LLI,0
220086,08,LLI,0
220087,08,8ART,4
220087,08,8CARE,0
220087,08,8DTE,2
