Subject Code,Faculty Code,Subject Name,Subject Short Name,Subject Level,Subject Length,Subject Value,Status,Subject Fee,ED Subject Group Code,ED Year Level,ED Subject Code,Instruction Time,SSABSA Subject Code,SACE Stage,SACE Units,Course Name,SACE Code,FTE,TRT Days,Enrol Date,End Date,GL Account,Transaction Ref,future SACE,Result Type
0ICTS,IT,INFO COM TECH,,10,2,,I,,08,10,CP,240,,,,0ICTS,,,,,,,,N,
0INLS,HE,INDEPENDENT LIVING,,10,2,,I,,04,10,HA,240,,,,0INLS,,,,,,,,N,
0INTF,HE,INTERNATIONAL FOODS,,10,1,,I,,04,10,HE,,,,,0INTF,,0,0,,,,,N,
0IPP,SV,INFORMATION PROCESSING,,10,2,,I,,08,10,IQ,,,,,0IPP,,0,0,,,,,N,
0IPPF,SV,INFO PROCESSING,,10,4,,I,,08,10,IP,240,,,,0IPPF,,,,,,,,N,
0IPPS,SV,INFO PROCESSING,,10,2,,I,,08,10,IP,240,,,,0IPPS,,,,,,,,N,
0ITA,LE,ITALIAN,,10,4,,O,,02,10,IT,,,,,0ITA,,0,0,,,,,N,
0ITABGN,LE,ITALIAN (BEGINNERS),,10,2,,O,,02,10,IT,,,,,,,0,0,,,,,N,
0ITAF,LE,ITALIAN FULL,,10,2,,I,,02,10,IT,240,,,,0ITAF,,,,,,,,N,
0ITAH,LE,ITALIAN HALF,,10,2,,I,,02,10,IT,,,,,,,0,0,,,,,N,
0JAP1,LE,JAPANESE,,10,2,,I,,02,10,JA,,,,,,,0,0,,,,,N,
0JAP2,LE,JAPANESE,,10,2,,I,,02,10,JA,,,,,,,0,0,,,,,N,
0JAPF,LE,JAPANESE FULL,,10,2,,I,,02,10,JA,,,,,,,0,0,,,,,N,
0JAPH,LE,JAPANESE HALF,,10,2,,I,,02,10,JA,,,,,,,0,0,,,,,N,
0JAPS,LE,INTRO TO JAPANESE,,10,2,,I,,02,10,JA,240,,,,0JAPS,,,,,,,,N,
0JDES,IT,JEWELLERY DESIGN,,10,2,,O,,08,10,DT,,,,,,,0,0,,,,,N,
0KAU,LE,KAURNA,,10,2,,I,,02,10,ZL,,,,,,,0,0,,,,,N,
0KST,LE,CULTURAL KAURNA,,10,2,,I,,02,10,KN,,,,,0KST,,0,0,,,,,N,
0LIT,EG,LITERACY,,10,4,,I,,01,10,EG,,,,,,,0,0,,,,,N,
0LITE,EG,ESL LITERACY,,10,4,,I,,01,10,EG,,,,,,,0,0,,,,,N,
0LITP,EG,LITERACY,,10,4,,O,,01,10,EG,,,,,,,0,0,,,,,N,
0LITT,LS,LEARNING SUPPORT,,10,4,,I,,01,10,EG,,,,,,,0,0,,,,,N,
0LITY,EG,LITERACY,,10,4,,I,,01,10,EG,,,,,,,0,0,,,,,N,
0LITZ,EG,LITERACY,,10,4,,I,,01,10,EG,,,,,,,0,0,,,,,N,
0LNKBASS,MA,LINK BASIC SKILLS,,10,1,,I,,03,10,MA,,1NWC10,1,10,,NWC,0,0,,,,,Y,G
0LNKMATH,MA,LINK MATHS,,10,2,,I,,03,10,MA,,,,,,,0,0,,,,,N,
0LNKMWPL,MA,LINK MEASUREMENT IN THE WORK PLACE,,10,1,,I,,03,10,MA,,1NWC10,1,10,,NWC,0,0,,,,,Y,G
0LNQU,MA,LINEAR AND QUADRATIC RELATIONS,,10,1,,I,,03,10,MA,,,,,,,0,0,,,,,N,
0LNSP,LS,LEARNING SUPPORT,,10,4,,O,,02,10,EG,,,,,,,0,0,,,,,N,
0LWCL,EG,LITERACY WORK & COMMUNITY LIFE,,11,2,,I,,01,11,EG,,1LWC10,1,10,,LWC,0,0,,,,,Y,G
0MAXS,MA,MATHS EXTENSION,,10,2,,I,,03,10,MA,240,,,,0MAXS,,,,,,,,N,
0MCA,EG,MULTI CULTURAL AUSTRALIA,,10,1,,I,,01,10,MS,,,,,,,0,0,,,,,N,
0MDNM,IT,METALWORK,,10,2,,O,,08,10,DT,,,,,,,0,0,,,,,N,
0MDNW,IT,WOODWORK,,10,2,,O,,08,10,DT,,,,,,,0,0,,,,,N,
0MDTM,TS,MATERIALS DESIGN WITH METAL,,10,2,,I,,08,10,TP,,,,,,,0,0,,,,,N,
0MDTW,IT,MATERIALS DESIGN WITH WOOD,,10,2,,I,,08,10,TP,,,,,,,0,0,,,,,N,
0MEDANI,AT,MEDIA ANIMATION,,10,2,,O,,08,10,ZV,,,,,,,0,0,,,,,N,
0MEWF,TS,METALWORK,,10,4,,I,,08,10,MW,240,,,,0MEWF,,,,,,,,N,
0MEWS,TS,METALWORK,,10,2,,I,,08,10,DT,240,,,,0MEWS,,,,,,,,N,
0MGR,LE,MODERN GREEK,,10,2,,I,,02,10,GK,,,,,0MGR,,0,0,,,,,N,
0MGRF,LE,MODERN GREEK,,10,4,,I,,02,10,GK,240,,,,0MGRF,,,,,,,,N,
0MIN,SC,MINING AND RESOURCES,,10,2,,I,,05,10,SC,,,,,0MIN,,0,0,,,,,N,
0MIYW,MA,MATHEMATICS IN YOUR WORLD,,10,2,,I,,03,10,MA,,,,,,,0,0,,,,,N,
0MKRTEC,IT,MAKERS TECH,,10,2,,O,,08,10,TP,,,,,,,0,0,,,,,N,
0MKT,IT,MAKERS TECH,,10,2,,O,,08,09,MS,,,,,,,0,0,,,,,N,
0MME,IT,DIGITAL MEDIA,,10,2,,I,,08,10,ME,,,,,0MME,,0,0,,,,,N,
0MMES,AT,MULTIMEDIA SEMESTER,,10,2,,I,,08,10,TS,240,,,,0MMES,,,,,,,,N,
0MSC,SC,MARINE SCIENCE,,10,1,,I,,05,10,SC,,,,,0MSC,,0,0,,,,,N,
0MTH,MA,MATHEMATICS,,10,4,,I,,03,10,MA,,,,,,,0,0,,,,,N,
0MTH1,MA,MATHS,,10,4,,I,,03,10,MA,240,,,,0MTH1,,0,0,,,,,N,
0MTH2,MA,MATHS,,10,2,,I,,03,10,MA,240,,,,0MTH2,,0,0,,,,,N,
0MTHA,MA,MATHEMATICS A,,10,2,,O,,03,10,MA,,,,,,,0,0,,,,,N,
0MTHE,MA,MATHEMATICS,,10,4,,O,,03,10,MA,,,,,,,0,0,,,,,N,
0MTHG,MA,MATHS G,,10,4,,I,,03,10,MA,,,,,0MTHG,,0,0,,,,,N,
0MTHL,MA,MATHEMATICS,,10,4,,O,,03,10,MA,,,,,,,0,0,,,,,N,
0MTHO,MA,MATHEMATICS,,10,4,,O,,03,10,MA,,,,,,,0,0,,,,,N,
0MTHP,MA,MATHEMATICS,,10,4,,O,,03,10,MA,,,,,,,0,0,,,,,N,
0MTHX,MA,MATHEMATICS,,10,4,,I,,03,10,MA,,,,,,,0,0,,,,,N,
0MTHX1,MA,MATHS,,10,4,,I,,03,10,MA,,,,,0MTHX1,,0,0,,,,,N,
0MTHY,MA,MATHEMATICS,,10,4,,I,,03,10,MA,,,,,,,0,0,,,,,N,
0MTHZ,MA,MATHEMATICS,,10,4,,I,,03,10,MA,,,,,,,0,0,,,,,N,
0MTRI,MA,MEASUREMENT AND TRIGONOMETRY,,10,1,,I,,03,10,MA,,,,,,,0,0,,,,,N,
0MUS,AT,MUSIC,,10,2,,I,,07,10,MU,,,,,0MUS,,0,0,,,,,N,
0MUSA,AT,MUSIC A,,10,2,,O,,07,10,MU,,,,,,,0,0,,,,,N,
0MUSB,AT,MUSIC B,,10,2,,O,,07,10,MU,,,,,,,0,0,,,,,N,
0MUSS,AT,MUSIC FULL,,10,2,,I,,07,10,MU,240,,,,0MUSS,,,,,,,,N,
0MUST,AT,MUSIC TECHNOLOGY,,10,2,,I,,07,10,MU,,,,,,,0,0,,,,,N,
0MWPL,MA,MEASUREMENT IN THE WORK PLACE,,10,2,,I,,03,10,MA,,,,,,,0,0,,,,,N,
0NAN,SC,NANOTECHNOLOGY,,10,1,,I,,05,10,SC,,,,,0NAN,,0,0,,,,,N,
0NDLL,MA,NUMERACY FOR DAILY LIFE,,10,2,,I,,03,10,MA,,,,,,,0,0,,,,,N,
0NHAZ,SV,WAR AND NATURAL HAZARDS,,10,2,,I,,06,10,SV,,,,,0NHAZ,,0,0,,,,,N,
0NMW,EG,NEWSPAPER AND MAGAZINE WRITING,,10,1,,I,,01,10,EG,,,,,0NMW,,0,0,,,,,N,
0OED,PE,OUTDOOR EDUCATION,,10,2,,I,,04,10,OE,,,,,,,0,0,,,,,N,
0OIC,SC,ORGANIC AND INDUST CHEMISTRY,,10,1,,I,,05,10,SC,,,,,0OIC,,0,0,,,,,N,
0OUTC,TS,DESIGN TECH OUTDOOR CONSTRUCTION,,10,2,,I,,08,10,ET,,,,,0OUTC,,0,0,,,,,N,
0PD,CP,PERSONAL DEVELOPMENT,,10,4,,O,,09,10,HQ,,,,,,,0,0,,,,,N,G
0PED,PE,PHYSICAL EDUCATION,,10,2,,I,,04,10,PE,,,,,0PED,,0,0,,,,,N,
0PED12,PE,PHYSICAL EDUCATION 2,,10,1,,I,,04,10,PE,,,,,,,0,0,,,,,N,
0PED2,PE,PHYSICAL EDUCATION (FULL),,10,2,,I,,04,10,PE,,,,,,,0,0,,,,,N,
0PEDF,PE,PHYSICAL EDUCATION FULL,,10,2,,I,,04,10,PE,240,,,,0PEDF,,,,,,,,N,
0PEDS,PE,PHYS ED,,10,2,,I,,04,10,PE,240,,,,0PEDS,,,,,,,,N,
0PGH,IT,PHOTOGRAPHY,,10,2,,O,,08,10,PH,,,,,0PGH,,0,0,,,,,N,
0PHC,SC,PHYSICS OF COLLISIONS,,10,1,,I,,05,10,SC,,,,,0PHC,,0,0,,,,,N,
0PHE1,PE,PHYSICAL AND HEALTH EDUCATION 1,,10,2,,I,,04,10,PE,,,,,,,0,0,,,,,N,
0PHE2,PE,PHYSICAL AND HEALTH EDUCATION 2,,10,2,,I,,04,10,PE,,,,,,,0,0,,,,,N,
0PLP,CC,PERSONAL LEARNING PLAN,,10,4,,I,,09,10,MM,,1PLP10,1,10,,PLP,0,0,,,,,Y,G
0PPN,EG,PROPAGANDA AND PERSUASION,,10,1,,I,,01,10,EG,,,,,0PPN,,0,0,,,,,N,
0PPROJE,SP,PERSONAL PROJECT,,10,,,,,09,10,ZV,,,,,,,0,0,,,,,N,
0PSC,SC,PHYSICAL SCIENCE,,10,2,,I,,05,10,SC,,,,,,,0,0,,,,,N,
0PTRY,EG,POETRY,,10,1,,I,,01,10,EG,,,,,,,0,0,,,,,N,
0PWP,EG,POETRY WAR PROTEST,,10,2,,I,,01,10,EG,,,,,0PWP,,0,0,,,,,N,
0RBK,HE,RECIPE BOOK,,10,1,,I,,04,10,HE,,,,,0RBK,,0,0,,,,,N,
0RBT,IT,ROBOTICS,,10,2,,O,,08,09,ET,,,,,,,0,0,,,,,N,
0REH,PE,REC AND HEALTH,,10,2,,I,,04,10,PE,,,,,0REH,,0,0,,,,,N,
0REHF,PE,REC & HEALTH,,10,4,,I,,04,10,PE,240,,,,0REHF,,,,,,,,N,
0REHS,PE,REC & HEALTH,,10,2,,I,,04,10,PE,240,,,,0REHS,,,,,,,,N,
0RRES,AT,ROCK EISTEDDFOD,,10,2,,I,,07,10,MU,240,,,,0RRES,,,,,,,,N,
0SCI,SC,SCIENCE,,10,4,,I,,05,10,SC,,,,,,,0,0,,,,,N,
0SCIDL1,SC,SCIENCE FOR DAILY LIFE,,10,2,,I,,05,10,SC,,,,,,,0,0,,,,,N,
0SCIE,SC,SCIENCE,,10,4,,O,,05,10,SC,240,,,,,,,,,,,,N,
0SCIF,SC,SCIENCE,,10,4,,I,,05,10,SC,240,,,,0SCIF,,,,,,,,N,
0SCIL,SC,SCIENCE,,10,4,,O,,05,10,SC,,,,,,,0,0,,,,,N,
0SCIO,SC,SCIENCE,,10,4,,O,,05,10,SC,,,,,,,0,0,,,,,N,
0SCIP,SC,SCIENCE,,10,4,,O,,05,10,SC,,,,,,,0,0,,,,,N,
0SCIS,SC,SCIENCE SEMESTER,,10,2,,I,,05,10,SC,240,,,,0SCIS,,,,,,,,N,
0SCIX,SC,SCIENCE,,10,4,,I,,05,10,SC,,,,,0SCIX,,0,0,,,,,N,
0SCIY,SC,SCIENCE,,10,4,,I,,08,10,SC,,,,,,,0,0,,,,,N,
0SCIZ,SC,SCIENCE,,10,4,,I,,08,10,SC,,,,,,,0,0,,,,,N,
0SFIC,EG,SCIENCE FICTION,,10,1,,I,,01,10,EG,,,,,0SFIC,,0,0,,,,,N,
0SGEO,MA,SIMILAR AND GEOMETRY,,10,1,,I,,03,10,MA,,,,,,,0,0,,,,,N,
0SOS1,SV,HUMANITIES,,10,2,,I,,06,10,SV,,,,,0SOS1,,0,0,,,,,N,
0SOS2,SV,HUMANITIES,,10,2,,I,,06,10,SV,,,,,0SOS2,,0,0,,,,,N,
0SOSS,SV,SOCIETY & ENVIRONMENT,,10,2,,I,,06,10,SV,240,,,,0SOSS,,,,,,,,N,
0SSAV,MA,SPENDING AND SAVING,,10,1,,I,,03,10,MA,,,,,,,0,0,,,,,N,
0SSC,SC,SPORTS SCIENCE,,10,2,,I,,05,10,SC,,,,,0SSC,,0,0,,,,,N,
0SST,EG,SCREEN STUDIES,,10,1,,I,,01,10,EG,,,,,,,0,0,,,,,N,
0STAT,MA,PROBABILITY AND STATISTICS,,10,1,,I,,03,10,MA,,,,,,,0,0,,,,,N,
0STUDY,AD,YEAR 10 STUDY,,10,,,,,09,10,MS,,,,,,,0,0,,,,,N,
0STYG,EG,STUDY OF GENRE,,10,1,,I,,01,10,EG,,,,,,,0,0,,,,,N,
0SUSE,SC,SUSTAINABLE ENVIRONMENTS,,10,1,,I,,05,10,SC,,,,,0SUSE,,0,0,,,,,N,
0TARGWK,TS,TARGET WORK,,10,1,,I,,08,10,TS,,,,,,,0,0,,,,,N,
0TRSM,SV,TOURISM,,10,2,,,,06,10,TU,,,,,,,0,0,,,,,N,
0TUT,CC,TUTORING,,10,2,,I,,09,10,MS,,,,,,,0,0,,,,,N,
0TXT,HE,TEXTILES,,10,2,,I,,08,10,ZV,,,,,,,0,0,,,,,N,
0WWK,TS,WOODWORK,,10,2,,I,,08,10,DT,,,,,0WWK,,0,0,,,,,N,
0WWKF,TS,WOODWORK,,10,4,,I,,08,10,WW,240,,,,0WWKF,,,,,,,,N,
0WWKS,TS,WOODWORK,,10,2,,I,,08,10,WW,240,,,,0WWKS,,,,,,,,N,
1ABG,PE,SAASTA ABORIGINAL STUDIES,,11,2,,O,,04,11,AN,,1ABG10,1,10,,ABG,0,0,,,,,Y,G
1AIP,SV,"POLITICS, POWER AND PEOPLE",,11,2,,O,,06,11,PG,,1PPP10,1,10,,PPP,0,0,,,,,Y,G
1APC,PE,ABORIGINAL POWER CUP,,11,2,,O,,04,11,PE,,1ABG10,1,10,,ABG,0,0,,,,,Y,G
1ART,AT,ART PRACTICAL,,11,2,,I,,07,11,AT,,1VAA10,1,10,1ART,VAA,0,0,,,,,Y,G
1BEM10,SP,BUSINESS & INNOVATION: MODIFIED,,11,,,O,,09,11,BS,,1BVM10,1,10,,BVM,0,0,,,,,Y,N
1BEM20,SP,BUSINESS & ENTERPRISE: MODIFIED,,11,,,O,,09,11,BS,,1BEM20,1,20,,BEM,0,0,,,,,Y,N
1BGY,SC,BIOLOGY,,11,2,,O,,05,11,BL,,1BGY10,1,10,,BGY,0,0,,,,,Y,G
1BIG,SC,BIOLOGY,,11,2,,I,,05,11,BL,,1BGY10,1,10,1BIG,BGY,0,0,,,,,Y,G
1BIM10,SP,BUSINESS INNOVATION: MODIFIED,,11,4,,O,,09,11,BS,,1BVM10,1,10,,BVM,0,0,,,,,Y,
1BUS,SV,BUSINESS STUDIES,,11,2,,I,,06,11,BS,,1BUE10,1,10,1BUS,BUE,0,0,,,,,Y,G
1CARE,AD,CARE GROUP,,11,4,,O,,09,11,ZV,,,,,,,0,0,,,,,N,
1CCP,IT,PHOTOGRAPHY,,11,2,,I,,09,11,ZV,,,,,,,0,0,,,,,N,G
1CEM,SC,CHEMISTRY,,11,2,,O,,05,11,SC,,1CEM10,1,10,,CEM,0,0,,,,,Y,G
1CHC,LE,CHINESE (CONTINUERS),,11,2,,I,,02,11,CI,,1CHC10,1,10,1CHC,CHC,0,0,,,,,Y,G
1CHE,LE,CHINESE,,11,2,,I,,02,11,CI,,1CHC10,1,10,,CHC,0,0,,,,,Y,G
1CHI,LE,CHINESE,,11,2,,I,,02,11,CI,,1CHC10,1,10,,CHC,0,0,,,,,Y,G
1CME,SC,CHEMISTRY,,11,2,,I,,05,11,CH,,1CEM10,1,10,1CME,CEM,0,0,,,,,Y,G
1CRVA,PE,SPORT AND RECREATION,,11,2,,I,,04,11,PE,240,1SNR2,1,2,,SNR,,,,,,,N,
1CSA1,CS,ARTS AND THE COMMUNITY GP1,,11,2,,I,,09,11,CY,,,,,1CSA1,,0,0,,,,,N,
1CSD,IT,CHILD STUDIES,,11,2,,O,,04,11,CZ,,1CSD10,1,10,1CSD,CSD,0,0,,,,,Y,G
1CVA,IT,CREATIVE ARTS (MUSIC),,11,2,,I,,08,11,PH,,1CVA10,1,10,1CVA,CVA,0,0,,,,,Y,G
1CVM10,SP,CREATIVE ARTS MODIFIED,,11,,,O,,07,11,AT,,1CVM10,1,10,,CVM,0,0,,,,,Y,N
1CVM102,SP,CREATIVE ARTS: MODIFIED,,12,,,,,07,12,AT,,1CVM10,1,10,,CVM,0,0,,,,,Y,N
1CVM20,SP,CREATIVE ARTS: MODIFIED,,11,,,,,07,11,AT,,1CVM20,1,20,,CVM,0,0,,,,,Y,N
1CWVB,HE,COMMUNITY WORK VET,,11,2,,I,,09,11,CM,240,,,,1CWVB,,,,,,,,N,
1CXDST,PE,SAASTA SHIELD,,11,2,,O,,04,11,PE,,1CXD10,1,10,,CXD,0,0,,,,,Y,G
1CXDSTMS,PE,SAASTA SHIELD,,10,2,,O,,10,10,AN,,1CXD10,1,10,,CXD,0,0,,,,,Y,G
1CXM10,SP,CROSS DISCIPLINARY STUDIES: MODIFIED,,11,,,,,09,11,ZV,,1CXM20,1,20,,CXM,0,0,,,,,Y,N
1CXM10PE,SP,CROSS DISCIPLINARY STUDIES: MODIFIED,,11,,,,,09,11,PE,,1CXM10,1,10,,CXM,0,0,,,,,Y,N
1CXM20,SP,CROSS DISCIPLINARY STUDIES: MODIFIED,,11,,,O,,09,11,ZV,,1CXM20,1,20,,CXM,0,0,,,,,Y,N
1DAE,AT,PERFORMANCE DANCE,,11,4,,O,,07,11,AT,,1DAE10,1,10,,DAE,0,0,,,,,Y,G
1DCSPH,IT,PHOTOGRAPHY,,11,2,,,,08,11,IF,,1DCS10,1,10,,DCS,0,0,,,,,Y,G
1DGT,IT,DIGITAL TECHNOLOGIES,,11,2,,O,,08,11,TP,,1DGT10,1,10,,DGT,0,0,,,,,Y,G
1DGTIT,IT,INFORMATION TECHNOLOGIES,,11,2,,O,,08,11,IF,,1DGT10,1,10,,DGT,0,0,,,,,Y,G
1DPUB,IT,DIGITAL PUBLISHING,,11,2,,I,,08,11,ME,,1IPR10,1,10,,IPR,0,0,,,,,Y,G
1DTM,SP,"DESIGN, TECHNOLOGY & ENGINEERING: MODIFIED",,11,2,,O,,08,11,DE,,1DTM10,1,10,,DTM,0,0,,,,,Y,
1EAL,ED,ENGLISH AS AN ADDITIONAL LANGUAGE,,11,2,,O,,01,11,EG,,1EAL10,1,10,,EAL,0,0,,,,,Y,G
1EGH,EG,ENGLISH,,11,2,,O,,01,11,EG,,1ESH10,1,10,1EGH,ESH,0,0,,,,,Y,G
1EGU,ED,ENGLISH AS AN ADDITIONAL LANGUAGE,,11,2,,I,,01,11,EG,,1EAL10,1,10,,EAL,0,0,,,,,Y,G
1ELEC,SC,ELECTRONICS,,11,2,,I,,05,11,TS,,,,,1ELEC,,0,0,,,,,N,
1EMP10,SP,ENGLISH PATHWAYS: MODIFIED,,11,,,,,01,11,ZL,,1EPM10,1,10,,EPM,0,0,,,,,Y,N
1EPM10,SP,ENGLISH: MODIFIED,,11,,,,,01,11,ZL,,1EPM10,1,10,,EPM,0,0,,,,,Y,N
1EPM102,SP,ENGLISH PATHWAYS: MODIFIED,,11,,,,,01,11,EG,,1EPM10,1,10,,EPM,0,0,,,,,Y,N
1EPM103,SP,ENGLISH PATHWAYS: MODIFIED,,12,,,,,01,12,EG,,1EPM10,1,10,,EPM,0,0,,,,,Y,N
1EPM20,SP,ENGLISH: MODIFIED,,11,,,,,01,11,EG,,1EPM20,1,20,,EPM,0,0,,,,,Y,N
1EPM20A,SP,ENGLISH PATHWAYS: MODIFIED,,11,,,,,01,11,EG,,1EPM20,1,20,,EPM,0,0,,,,,Y,N
1EPW,EG,ENGLISH PATHWAYS,,11,2,,I,,01,11,EG,,1EPW10,1,10,1EPW,EPW,0,0,,,,,Y,G
1EPWCTUP,EG,ENGLISH PATHWAYS CATCH UP,,11,,,,,01,11,EG,,,,,,,0,0,,,,,N,
1EPWU,EG,ENGLISH PATHWAYS (UNI),,11,2,,I,,01,11,EG,,1EPW10,1,10,,EPW,0,0,,,,,Y,G
1EPWV,EG,ENGLISH PATHWAYS (VOC),,11,2,,I,,01,11,EG,,1EPW10,1,10,,EPW,0,0,,,,,Y,G
1EPWVO,EG,ENGLISH PATHWAYS (VOC),,11,2,,I,,01,11,EG,,1EPW10,1,10,,EPW,0,0,,,,,Y,G
1ESH,EG,ENGLISH,,11,2,,O,,01,11,EG,,1ESH10,1,10,,ESH,0,0,,,,,Y,G
1ESL1,ED,ENGLISH AS A SECOND LANGUAGE,,11,2,,I,,02,11,EG,240,1EGU10,1,10,1ESL1,EGU,,,,,,,Y,G
1ETE,EG,ESSENTIAL ENGLISH,,11,2,,,,01,11,EG,,1ETE10,1,10,,ETE,0,0,,,,,Y,
1ETEEAL,ED,ESSENTIAL ENGLISH (EAL),,11,2,,O,,01,11,EG,,1ETE10,1,10,,ETE,0,0,,,,,Y,G
1ETELT,EG,ESSENTIAL ENGLISH (LITERACY),,11,2,,O,,01,11,EG,,1ETE10,1,10,,ETE,0,0,,,,,Y,G
1ETEU,EG,ESSENTIAL ENGLISH (UNI PATH),,11,2,,O,,01,11,EG,,1ETE10,1,10,,ETE,0,0,,,,,Y,G
1ETEV,EG,ESSENTIAL ENGLISH (VOC PATH),,11,2,,O,,01,11,EG,,1ETE10,1,10,,ETE,0,0,,,,,Y,G
1FOH,IT,FOOD AND HOSPITALITY,,11,2,,O,,04,11,HE,,1FOH10,1,10,1FOH,FOH,0,0,,,,,Y,G
1GEO,SV,GEOGRAPHY,,11,2,,O,,06,11,GG,,,,,,,0,0,,,,,N,
1GPY,SV,GEOGRAPHY,,11,,,O,,06,11,GG,,1GPY10,1,10,,GPY,0,0,,,,,Y,G
1HEH,PE,HEALTH,,11,2,,O,,04,11,HA,,1HEW10,1,10,1HEH,HEW,0,0,,,,,Y,G
1HEHPED,PE,POSITIVE EDUCATION,,11,2,,,,04,11,HQ,,1HEH10,1,10,,HEH,0,0,,,,,Y,G
1HEM10,SP,HEALTH: MODIFIED,,11,2,,O,,04,11,PE,,1HEM10,1,10,,HEM,0,0,,,,,Y,N
1HEM10B,SP,HEALTH: MODIFIED,,11,,,,,04,11,HQ,,1HEM10,1,10,,HEM,0,0,,,,,Y,N
1HEM20,SP,HEALTH: MODIFIED,,11,,,,,04,11,HQ,,1HEM20,1,20,,HEM,0,0,,,,,Y,N
1HEW,PE,HEALTH AND WELLBEING,,11,2,,O,,04,11,HA,,1HEW10,1,10,,HEW,0,0,,,,,Y,
1HFIT,PE,HEALTH AND FITNESS,,11,2,,I,,04,11,HQ,,1ILG10,1,10,,ILG,0,0,,,,,Y,G
1HIS,SV,HISTORY,,11,2,,O,,06,11,HI,,1HSY10,1,10,1HIS,HSY,0,0,,,,,Y,G
1HSY,SV,MODERN HISTORY,,11,2,,O,,06,11,HI,,1MOD10,1,10,,MOD,0,0,,,,,Y,G
1HWM10,SP,HEALTH & WELLBEING: MODIFIED,,11,4,,O,,04,11,HA,,1HWM10,1,10,,HWM,0,0,,,,,Y,
1IESDPRO,IT,DIGITAL PRODUCTS,,11,2,,O,,08,11,ET,,1IES10,1,10,,IES,0,0,,,,,Y,
1IFT,IT,INFORMATION TECHNOLOGY,,11,2,,O,,08,11,IF,,1IFT10,1,10,1IFT,IFT,0,0,,,,,Y,G
1IGLDN,AT,DANCE - INTEGRATED LEARNING,,11,,,O,,07,11,DA,,1ILG10,1,10,,ILG,0,0,,,,,Y,G
1IL1ELE,SC,ELECTRONICS,,11,2,,O,,05,11,SC,,1ILG10,1,10,,ILG,0,0,,,,,Y,G
1ILG10PE,SP,INTEGRATED LEARNING PE,,11,,,I,,04,11,PE,,1ILG10,1,10,,ILG,0,0,,,,,Y,G
1ILGDN,AT,DANCE INTEGRATED LEARNING,,11,2,,O,,09,11,DA,,1ILG20,1,20,,ILG,0,0,,,,,Y,G
1ILGFMD,IT,FILM/MEDIA,,11,2,,I,,08,11,ZV,,1ILG10,1,10,,ILG,0,0,,,,,Y,G
1ILGMD,IT,MEDIA PRODUCTION,,11,2,,O,,08,11,ZV,,1ILG10,1,10,,ILG,0,0,,,,,Y,G
1ILGPWCUP,PE,ABORIGINAL POWER CUP,,11,,,O,,04,11,ZV,,1ILG10,1,10,,ILG,0,0,,,,,Y,G
1ILGSP,AT,STAGE PRODUCTION,,11,2,,O,,07,11,DA,,1ILG20,1,20,1ILGSP,ILG,0,0,,,,,Y,G
1ILGSS,PE,SAASTA SHIELD,,11,2,,O,,04,11,PE,,1ILG10,1,10,,ILG,0,0,,,,,Y,G
1ILNDN,AT,DANCE,,11,2,,,,09,11,DA,,1ILN20,1,20,,ILN,0,0,,,,,Y,G
1ILNSP,AT,STAGE PRODUCTION,,11,2,,O,,07,11,DR,,1ILN20,1,20,,ILN,0,0,,,,,Y,G
1ILNSST,PE,SAASTA SHIELD,,11,2,,O,,04,11,PE,,1ILN10,1,10,,ILN,0,0,,,,,Y,G
1ILNUM,MA,NUMERACY DEVELOPMENT,,11,2,,O,,03,11,MA,,1ILN10,1,10,,ILN,0,0,,,,,Y,
1IPPA,SV,INFO PROCESSING & PUBLISHING,,11,2,,I,,06,11,IP,240,1IPR10,1,10,1IPPA,IPR,,,,,,,Y,G
1IPR,IT,DIGITAL PUBLISHING & PRODUCTION,,11,2,,O,,06,11,IQ,,1IES10,1,10,1IPR,IES,0,0,,,,,Y,G
1ITB,LE,ITALIAN (BEGINNERS),,11,2,,O,,02,11,IT,,1ITB10,1,10,,ITB,0,0,,,,,Y,G
1ITC,LE,ITALIAN,,11,2,,I,,02,11,IT,,1ITC10,1,10,1ITC,ITC,0,0,,,,,Y,G
1JAC,LE,JAPANESE,,11,2,,I,,02,11,JA,,1JAC10,1,10,1JAC,JAC,0,0,,,,,Y,G
1LNKLWCL,EG,LINK LITERACY FOR WORK AND COMMUNITY LIFE,,11,2,,O,,01,11,EG,,1LWC10,1,10,,LWC,0,0,,,,,Y,G
1LNKMDLL,MA,LINK NUMERACY FOR DAILY LIFE AND LEASURE,,11,2,,O,,03,11,MA,,1NWC10,1,10,,NWC,0,0,,,,,Y,G
1LWC,EG,LITERACY WK & COM LIFE,,11,2,,I,,01,11,EG,,1LWC10,1,10,1LWC,LWC,0,0,,,,,Y,G
1LWCCUP,EG,LITERACY CATCH UP,,11,,,,,01,11,EG,,,,,,,0,0,,,,,N,
1LWCESL,EG,LITERACY WORK & COM (ESL),,11,2,,I,,01,11,EG,,1LWC10,1,10,,LWC,0,0,,,,,Y,G
1LWCL,EG,LITERACY WK & COMMUNITY LIFE,,10,2,,I,,01,10,EG,,1LWC10,1,10,,LWC,0,0,,,,,Y,G
1MAM,MA,MATHEMATICAL METHODS,,11,2,,O,,03,11,MA,,1MAM10,1,10,,MAM,0,0,,,,,Y,G
